        vg_image_id,topname,altname,responses,domain
2317886,woman,girl,"{'woman': 12, 'girl': 8, 'human': 3, 'person': 3, 'people': 2}",people
2317892,bench,,{'bench': 27},home
2317894,skater,skateboarder,"{'skater': 14, 'skateboarder': 9, 'man': 5, 'person': 3, 'boy': 2}",people
2317904,pizza,food,"{'pizza': 27, 'food': 2, 'dish': 1}",food
2317905,skateboarder,skater,"{'skateboarder': 11, 'skater': 8, 'boy': 4, 'man': 3, 'child': 3, 'person': 2}",people
2317906,cat,animal,"{'cat': 34, 'animal': 2}",animals_plants
2317907,motorcycle,bike,"{'motorcycle': 24, 'bike': 4, 'vehicle': 2, 'motorbike': 1}",vehicles
2317908,soup,food,"{'soup': 22, 'food': 6}",food
2317915,jacket,suit,"{'jacket': 15, 'suit': 12, 'blazer': 2, 'coat': 1}",clothing
2317916,child,toddler,"{'child': 14, 'kid': 4, 'toddler': 4, 'boy': 2, 'baby': 2, 'girl': 2, 'person': 1}",people
2317921,bench,seat,"{'bench': 29, 'seat': 2}",home
2317922,salad,food,"{'salad': 22, 'food': 6}",food
2317934,truck,firetruck,"{'truck': 16, 'firetruck': 11, 'vehicle': 3, 'fire engine': 2}",vehicles
2317946,flower,iris,"{'flower': 29, 'iris': 3}",animals_plants
2317954,pizza,,{'pizza': 19},food
2317963,man,person,"{'man': 33, 'person': 1}",people
2317973,bed,,{'bed': 29},home
2317977,bed,,{'bed': 33},home
2317978,table,,{'table': 28},home
2317985,dog,puppy,"{'dog': 33, 'puppy': 2}",animals_plants
2318010,woman,lady,"{'woman': 29, 'lady': 3}",people
2318015,suit,jacket,"{'suit': 12, 'jacket': 10, 'shirt': 4, 'tie': 3, 'coat': 2}",clothing
2318016,giraffe,,{'giraffe': 30},animals_plants
2318025,giraffe,,{'giraffe': 31},animals_plants
2318026,horse,,{'horse': 30},animals_plants
2318027,bed,,{'bed': 27},home
2318028,van,truck,"{'van': 26, 'truck': 6, 'vehicle': 3}",vehicles
2318029,jacket,suit,"{'jacket': 14, 'suit': 14, 'coat': 1}",clothing
2318030,helmet,,{'helmet': 32},clothing
2318034,shirt,t-shirt,"{'shirt': 21, 't-shirt': 5}",clothing
2318036,woman,person,"{'woman': 25, 'person': 3}",people
2318038,couch,sofa,"{'couch': 16, 'furniture': 2, 'chair': 2, 'sofa': 2, 'bed': 1}",home
2318039,zebra,,{'zebra': 36},animals_plants
2318041,shirt,t-shirt,"{'shirt': 22, 't-shirt': 9}",clothing
2318042,food,sandwich,"{'food': 13, 'sandwich': 12, 'meal': 3}",food
2318043,bench,chair,"{'bench': 28, 'chair': 6}",home
2318045,chair,,{'chair': 35},home
2318055,man,person,"{'man': 28, 'person': 4}",people
2318057,horse,,{'horse': 31},animals_plants
2318058,shirt,t-shirt,"{'shirt': 28, 't-shirt': 6}",clothing
2318059,shirt,dress,"{'shirt': 27, 'dress': 1}",clothing
2318060,shirt,,{'shirt': 21},clothing
2318062,desk,table,"{'desk': 25, 'table': 4}",home
2318065,man,skateboarder,"{'man': 9, 'skateboarder': 9, 'skater': 8, 'boy': 4, 'person': 2}",people
2318073,counter,vanity,"{'counter': 11, 'sink': 7, 'vanity': 7, 'countertop': 2, 'table': 1}",home
2318074,counter,vanity,"{'counter': 10, 'vanity': 8, 'countertop': 2}",home
2318075,sandwich,food,"{'sandwich': 33, 'food': 2}",food
2318082,carpet,floor,"{'carpet': 11, 'floor': 11}",home
2318083,jacket,shirt,"{'jacket': 18, 'shirt': 14, 'coat': 1}",clothing
2318089,couch,sofa,"{'couch': 24, 'sofa': 7}",home
2318093,dog,,{'dog': 33},animals_plants
2318098,airplane,jet,"{'airplane': 21, 'jet': 10, 'plane': 4}",vehicles
2318103,horse,,{'horse': 30},animals_plants
2318104,bird,,{'bird': 35},animals_plants
2318107,food,sandwich,"{'food': 18, 'sandwich': 5, 'hotdogs': 4, 'hotdog': 2}",food
2318109,bed,mattress,"{'bed': 26, 'mattress': 4}",home
2318113,jacket,shirt,"{'jacket': 32, 'shirt': 3}",clothing
2318121,bed,,{'bed': 34},home
2318126,desk,table,"{'desk': 20, 'table': 7}",home
2318127,bridge,,{'bridge': 31},buildings
2318131,train,vehicle,"{'train': 34, 'vehicle': 2}",vehicles
2318134,train,,{'train': 32},vehicles
2318137,train,,{'train': 36},vehicles
2318145,child,girl,"{'child': 16, 'girl': 13, 'baby': 1, 'kid': 1}",people
2318146,train,,{'train': 34},vehicles
2318152,dog,,{'dog': 33},animals_plants
2318166,couch,sofa,"{'couch': 14, 'sofa': 11, 'chair': 2}",home
2318169,giraffe,,{'giraffe': 35},animals_plants
2318175,horse,,{'horse': 30},animals_plants
2318182,zebra,animal,"{'zebra': 31, 'animal': 3}",animals_plants
2318185,couch,sofa,"{'couch': 16, 'sofa': 9}",home
2318187,knife,,{'knife': 33},home
2318188,giraffe,,{'giraffe': 29},animals_plants
2318190,bird,pigeon,"{'bird': 21, 'pigeon': 11}",animals_plants
2318194,jacket,suit,"{'jacket': 18, 'suit': 7, 'coat': 1}",clothing
2318197,airplane,plane,"{'airplane': 18, 'plane': 15}",vehicles
2318198,horse,,{'horse': 28},animals_plants
2318202,boat,ship,"{'boat': 27, 'ship': 9}",vehicles
2318203,shirt,,{'shirt': 30},clothing
2318204,man,soccer player,"{'man': 12, 'soccer player': 9, 'player': 5, 'athlete': 3, 'person': 3}",people
2318207,bed,bunked,"{'bed': 24, 'bunked': 6, 'bunk': 4}",home
2318208,woman,person,"{'woman': 24, 'person': 2, 'lady': 2}",people
2318213,zebra,animal,"{'zebra': 29, 'animal': 2}",animals_plants
2318216,table,,{'table': 30},home
2318217,surfer,man,"{'surfer': 22, 'person': 5, 'man': 5}",people
2318220,table,,{'table': 25},home
2318229,bed,,{'bed': 33},home
2318232,bed,,{'bed': 23},home
2318233,cat,,{'cat': 31},animals_plants
2318234,couch,sofa,"{'couch': 23, 'sofa': 9}",home
2318236,pizza,food,"{'pizza': 32, 'food': 3}",food
2318242,car,vehicle,"{'car': 12, 'vehicle': 7}",vehicles
2318245,car,,{'car': 34},vehicles
2318246,plane,airplane,"{'plane': 22, 'airplane': 12, 'biplane': 2}",vehicles
2318248,counter,countertop,"{'counter': 18, 'countertop': 11}",home
2318259,girl,child,"{'girl': 22, 'child': 6, 'kid': 3}",people
2318261,hat,cap,"{'hat': 25, 'cap': 5}",clothing
2318267,giraffe,,{'giraffe': 30},animals_plants
2318270,coat,jacket,"{'jacket': 16, 'coat': 16}",clothing
2318271,bed,,{'bed': 31},home
2318275,bench,,{'bench': 35},home
2318278,train,,{'train': 34},vehicles
2318279,bench,chair,"{'bench': 29, 'chair': 4}",home
2318280,train,,{'train': 34},vehicles
2318283,horse,,{'horse': 31},animals_plants
2318289,food,rice,"{'food': 19, 'rice': 6}",food
2318290,bird,hawk,"{'bird': 16, 'hawk': 7, 'eagle': 5}",animals_plants
2318299,dress,shirt,"{'dress': 16, 'shirt': 4, 'tennis outfit': 2, 'tank top': 2, 'tennis dress': 2, 'sports dress': 2}",clothing
2318301,counter,cabinet,"{'counter': 13, 'cabinet': 3, 'cupboard': 2}",home
2318302,shirt,cot,"{'shirt': 10, 'cot': 3}",clothing
2318308,woman,person,"{'woman': 14, 'person': 6, 'man': 2}",people
2318309,man,human,"{'man': 25, 'person': 2, 'human': 2}",people
2318310,desk,,{'desk': 29},home
2318321,sandwich,food,"{'sandwich': 32, 'food': 2, 'bread': 2}",food
2318323,cat,feline,"{'cat': 34, 'feline': 1}",animals_plants
2318330,woman,women,"{'woman': 20, 'women': 4, 'player': 2}",people
2318334,sandwich,food,"{'sandwich': 28, 'food': 5}",food
2318336,bed,,{'bed': 29},home
2318347,chair,,{'chair': 36},home
2318349,woman,person,"{'woman': 18, 'person': 2}",people
2318351,coat,jacket,"{'coat': 21, 'jacket': 9, 'trench coat': 5}",clothing
2318362,cow,,{'cow': 31},animals_plants
2318364,dog,,{'dog': 36},animals_plants
2318374,vase,jug,"{'vase': 32, 'jug': 2}",home
2318375,batter,baseball player,"{'batter': 9, 'player': 6, 'baseball player': 6, 'man': 4, 'person': 3, 'batsman': 1}",people
2318377,jacket,coat,"{'jacket': 29, 'coat': 5}",clothing
2318378,airplane,plane,"{'airplane': 21, 'plane': 14}",vehicles
2318384,dog,,{'dog': 30},animals_plants
2318388,desk,table,"{'desk': 20, 'table': 9}",home
2318391,bed,,{'bed': 33},home
2318399,woman,person,"{'woman': 29, 'person': 2}",people
2318406,giraffe,,{'giraffe': 34},animals_plants
2318410,jacket,suit,"{'jacket': 19, 'suit': 6, 'blazer': 4, 'suit jacket': 3, 'coat': 1}",clothing
2318415,bench,,{'bench': 33},home
2318416,snowboarder,man,"{'snowboarder': 13, 'man': 7, 'skier': 6, 'person': 5}",people
2318417,bear,animal,"{'bear': 19, 'animal': 4, 'bear cub': 2, 'cub': 2}",animals_plants
2318429,boy,child,"{'boy': 16, 'child': 11}",people
2318430,table,,{'table': 26},home
2318436,cat,,{'cat': 33},animals_plants
2318438,chair,armchair,"{'chair': 20, 'recliner': 2, 'armchair': 2}",home
2318439,bird,chick,"{'bird': 22, 'ostrich': 3, 'chick': 3}",animals_plants
2318441,car,vehicle,"{'car': 22, 'vehicle': 6}",vehicles
2318443,bed,,{'bed': 30},home
2318445,jacket,shirt,"{'jacket': 21, 'shirt': 3, 'coat': 2}",clothing
2318449,desk,table,"{'desk': 28, 'table': 1}",home
2318450,cat,,{'cat': 31},animals_plants
2318457,woman,person,"{'woman': 27, 'person': 3}",people
2318471,blender,cup,"{'blender': 16, 'pitcher': 4, 'cup': 4, 'jar': 2}",home
2318477,table,tabletop,"{'table': 22, 'tabletop': 9, 'furniture': 1}",home
2318479,counter,table,"{'counter': 15, 'table': 13, 'countertop': 4}",home
2318483,cat,,{'cat': 28},animals_plants
2318485,bed,,{'bed': 36},home
2318488,sandwich,bread,"{'sandwich': 32, 'bread': 2}",food
2318490,jacket,shirt,"{'jacket': 20, 'shirt': 8, 'coat': 2}",clothing
2318493,bowl,dish,"{'bowl': 24, 'dish': 1}",home
2318496,horse,,{'horse': 31},animals_plants
2318499,cat,,{'cat': 32},animals_plants
2318502,toilet,toilet bowl,"{'toilet': 29, 'toilet bowl': 2}",home
2318508,bench,chair,"{'bench': 30, 'chair': 5}",home
2318510,cow,,{'cow': 31},animals_plants
2318518,giraffe,,{'giraffe': 34},animals_plants
2318524,runway,tarmac,"{'runway': 9, 'tarmac': 8, 'airport': 5, 'ground': 3, 'road': 2}",vehicles
2318525,boy,child,"{'boy': 18, 'child': 5, 'kid': 4, 'cooker': 2, 'person': 2}",people
2318526,woman,person,"{'woman': 12, 'person': 5, 'girl': 4, 'skateboarder': 3, 'skater': 2}",people
2318534,carpet,rug,"{'rug': 9, 'carpet': 9, 'floor': 7}",home
2318535,sheep,animal,"{'sheep': 25, 'lamb': 2, 'animal': 2}",animals_plants
2318537,woman,,{'woman': 33},people
2318538,truck,,{'truck': 35},vehicles
2318540,airplane,plane,"{'airplane': 12, 'plane': 7}",vehicles
2318543,cake,,{'cake': 36},food
2318554,jacket,coat,"{'jacket': 29, 'coat': 4}",clothing
2318559,cat,,{'cat': 34},animals_plants
2318560,girl,child,"{'girl': 21, 'child': 11, 'kid': 2}",people
2318565,suit,jacket,"{'suit': 20, 'jacket': 12}",clothing
2318573,fork,,{'fork': 29},home
2318574,ship,boat,"{'ship': 17, 'boat': 13, 'yacht': 3}",vehicles
2318576,giraffe,,{'giraffe': 36},animals_plants
2318579,cow,bull,"{'cow': 19, 'bull': 7, 'steer': 3, 'animal': 3, 'cattle': 2}",animals_plants
2318581,girl,woman,"{'girl': 9, 'woman': 4, 'person': 2, 'child': 2}",people
2318582,man,person,"{'man': 24, 'person': 2}",people
2318586,dog,,{'dog': 33},animals_plants
2318592,knife,,{'knife': 32},home
2318595,girl,child,"{'girl': 13, 'child': 9, 'kid': 4, 'person': 2, 'woman': 1}",people
2318601,bird,,{'bird': 32},animals_plants
2318604,sandwich,,{'sandwich': 30},food
2318608,boy,skater,"{'boy': 9, 'skater': 7, 'man': 7, 'skateboarder': 7, 'person': 3}",people
2318614,curtain,screen,"{'curtain': 22, 'screen': 5, 'blind': 1, 'drape': 1}",home
2318617,girl,woman,"{'girl': 10, 'woman': 8, 'skater': 5, 'skateboarder': 3, 'female': 2}",people
2318618,table,dining table,"{'table': 32, 'dining table': 2}",home
2318625,boat,,{'boat': 36},vehicles
2318626,zebra,animal,"{'zebra': 27, 'animal': 2}",animals_plants
2318637,train,,{'train': 36},vehicles
2318640,pizza,food,"{'pizza': 12, 'food': 8}",food
2318644,airplane,plane,"{'airplane': 20, 'plane': 14}",vehicles
2318648,sandwich,food,"{'sandwich': 22, 'food': 4, 'hotdog': 2}",food
2318649,pizza,cheese,"{'pizza': 21, 'cheese': 4, 'food': 3, 'topping': 2, 'pepperoni': 2}",food
2318651,coat,jacket,"{'coat': 16, 'jacket': 9}",clothing
2318653,pizza,cheese,"{'pizza': 18, 'cheese': 9, 'toppings': 3, 'food': 2}",food
2318662,sandwich,food,"{'sandwich': 28, 'food': 5}",food
2318667,airplane,plane,"{'airplane': 22, 'plane': 12}",vehicles
2318669,jacket,shirt,"{'jacket': 28, 'shirt': 2, 'coat': 1}",clothing
2318670,cat,,{'cat': 32},animals_plants
2318672,pizza,clock,"{'pizza': 29, 'clock': 7}",food
2318675,pizza,food,"{'pizza': 27, 'food': 4, 'cheese': 2}",food
2318677,horse,,{'horse': 36},animals_plants
2318682,table,counter,"{'table': 21, 'counter': 3, 'countertop': 2}",home
2318694,dress,wedding dress,"{'dress': 25, 'wedding dress': 8, 'gown': 3}",clothing
2318700,woman,girl,"{'woman': 13, 'girl': 7, 'person': 3}",people
2318702,desk,table,"{'desk': 30, 'table': 3}",home
2318703,bookshelf,bookcase,"{'bookshelf': 12, 'bookcase': 9, 'shelf': 6, 'bookshelves': 2}",home
2318706,table,,{'table': 27},home
2318709,boy,child,"{'boy': 14, 'kid': 3, 'child': 3, 'man': 3, 'person': 2, 'teenager': 2}",people
2318712,man,person,"{'man': 28, 'person': 2}",people
2318716,cat,,{'cat': 36},animals_plants
2318717,giraffe,,{'giraffe': 35},animals_plants
2318720,horse,,{'horse': 28},animals_plants
2318723,cat,,{'cat': 34},animals_plants
2318724,shirt,t-shirt,"{'shirt': 28, 't-shirt': 6}",clothing
2318737,desk,table,"{'desk': 22, 'table': 5}",home
2318740,table,desk,"{'table': 26, 'desk': 4}",home
2318743,highchair,chair,"{'highchair': 14, 'chair': 7}",home
2318745,desk,table,"{'desk': 22, 'table': 6}",home
2318748,horse,,{'horse': 26},animals_plants
2318749,girl,woman,"{'girl': 9, 'woman': 7, 'person': 6, 'female': 1}",people
2318752,pan,tray,"{'pan': 7, 'plate': 4, 'tray': 4, 'pizza tray': 3}",home
2318754,bench,,{'bench': 28},home
2318759,pizza,,{'pizza': 31},food
2318762,skier,man,"{'skier': 22, 'man': 7, 'person': 5}",people
2318765,shirt,blouse,"{'shirt': 17, 'blouse': 7, 'dress': 7, 'clothing': 2}",clothing
2318768,shirt,,{'shirt': 31},clothing
2318770,bowl,,{'bowl': 25},home
2318778,sheep,,{'sheep': 34},animals_plants
2318780,table,desk,"{'table': 19, 'desk': 6}",home
2318789,suit,jacket,"{'suit': 19, 'jacket': 12, 'coat': 3}",clothing
2318791,shirt,t-shirt,"{'shirt': 30, 't-shirt': 3, 'dress': 1}",clothing
2318796,airplane,plane,"{'airplane': 18, 'plane': 13, 'jet': 3}",vehicles
2318801,carpet,floor,"{'carpet': 24, 'floor': 6, 'rug': 1}",home
2318802,bench,sofa,"{'bench': 7, 'couch': 3, 'sofa': 3, 'seat': 2}",home
2318803,bench,,{'bench': 27},home
2318804,counter,countertop,"{'counter': 20, 'countertop': 8, 'table': 2}",home
2318810,counter,countertop,"{'counter': 16, 'countertop': 11}",home
2318816,jacket,shirt,"{'jacket': 20, 'shirt': 4, 'coat': 4, 'sweater': 2, 'garment': 1, 'dress': 1}",clothing
2318819,man,batter,"{'man': 11, 'batter': 8, 'baseball player': 6, 'person': 2, 'player': 2}",people
2318822,vase,lantern,"{'vase': 25, 'lantern': 2, 'lamp': 2}",home
2318823,donut,food,"{'donut': 32, 'food': 2}",food
2318824,man,bicyclist,"{'man': 20, 'bicyclist': 4, 'person': 3, 'cyclist': 2}",people
2318833,dugout,,{'dugout': 31},buildings
2318834,bowl,dish,"{'bowl': 25, 'dish': 2}",home
2318836,man,player,"{'man': 10, 'baseball player': 8, 'player': 8, 'athlete': 3, 'person': 2}",people
2318840,pizza,food,"{'pizza': 32, 'food': 2}",food
2318844,horse,,{'horse': 28},animals_plants
2318853,train,,{'train': 33},vehicles
2318857,giraffe,,{'giraffe': 33},animals_plants
2318869,zebra,animal,"{'zebra': 24, 'horse': 4, 'animal': 4}",animals_plants
2318870,table,desk,"{'table': 26, 'desk': 3}",home
2318872,dog,animal,"{'dog': 32, 'animal': 2}",animals_plants
2318878,cabinet,counter,"{'cabinet': 13, 'counter': 10, 'table': 5, 'countertop': 2}",home
2318880,flower,,{'flower': 33},animals_plants
2318885,woman,,{'woman': 24},people
2318887,bench,,{'bench': 27},home
2318892,dog,,{'dog': 34},animals_plants
2318895,bench,,{'bench': 32},home
2318900,table,,{'table': 26},home
2318905,man,,{'man': 30},people
2318907,table,desk,"{'table': 18, 'desk': 7, 'laptop': 4}",home
2318911,desk,table,"{'desk': 21, 'table': 9}",home
2318913,train,,{'train': 20},vehicles
2318929,couch,sofa,"{'couch': 24, 'sofa': 7}",home
2318932,pizza,pizza slice,"{'pizza': 29, 'slice': 2, 'pizza slice': 2}",food
2318933,man,batter,"{'man': 15, 'batter': 7, 'baseball player': 3, 'player': 3, 'athlete': 2, 'person': 2}",people
2318935,woman,batter,"{'woman': 32, 'batter': 2}",people
2318937,train,,{'train': 36},vehicles
2318940,motorcycle,bike,"{'motorcycle': 33, 'cycle': 1, 'bike': 1}",vehicles
2318943,boy,baseball player,"{'boy': 11, 'baseball player': 6, 'pitcher': 5, 'player': 4, 'child': 4}",people
2318946,jet,plane,"{'jet': 12, 'plane': 11, 'airplane': 10}",vehicles
2318948,bench,,{'bench': 31},home
2318950,bench,,{'bench': 34},home
2318952,truck,car,"{'truck': 29, 'car': 3, 'pickup truck': 2}",vehicles
2318956,mound,pitcher's mound,"{'mound': 11, ""pitcher's mound"": 6, 'pitchers mound': 5}",buildings
2318958,bench,chair,"{'bench': 30, 'chair': 4}",home
2318963,woman,person,"{'woman': 24, 'person': 2}",people
2318969,airplane,plane,"{'airplane': 18, 'plane': 16}",vehicles
2318973,bowl,container,"{'bowl': 12, 'dish': 3, 'container': 3}",home
2318974,bridge,building,"{'bridge': 21, 'building': 2}",buildings
2318979,man,,{'man': 31},people
2318981,table,counter,"{'table': 24, 'counter': 2}",home
2318987,van,truck,"{'van': 21, 'car': 4, 'truck': 4, 'vehicle': 3}",vehicles
2318992,train,,{'train': 35},vehicles
2318996,boat,ferry,"{'boat': 32, 'ferry': 3}",vehicles
2318997,train,,{'train': 32},vehicles
2318999,bench,,{'bench': 35},home
2319000,vase,pot,"{'vase': 32, 'pot': 3}",home
2319009,girl,child,"{'girl': 25, 'child': 6}",people
2319012,jacket,coat,"{'jacket': 21, 'coat': 8}",clothing
2319016,woman,person,"{'woman': 28, 'person': 2, 'swimmer': 2}",people
2319021,seat,chair,"{'seat': 23, 'chair': 6}",home
2319026,woman,girl,"{'woman': 19, 'girl': 2, 'female': 1}",people
2319031,dugout,,{'dugout': 15},buildings
2319036,shirt,t-shirt,"{'shirt': 27, 't-shirt': 3, 'top': 2, 'dress': 2}",clothing
2319047,donut,food,"{'donut': 24, 'food': 3, 'cake': 2}",food
2319048,boy,child,"{'boy': 14, 'child': 8, 'person': 2}",people
2319049,bird,pelican,"{'bird': 23, 'pelican': 7, 'duck': 2, 'crane': 2}",animals_plants
2319052,jacket,shirt,"{'jacket': 14, 'shirt': 13}",clothing
2319058,horse,,{'horse': 33},animals_plants
2319064,cat,,{'cat': 27},animals_plants
2319070,pizza,food,"{'pizza': 24, 'food': 3}",food
2319076,table,,{'table': 18},home
2319078,horse,,{'horse': 30},animals_plants
2319083,tie,,{'tie': 15},clothing
2319085,airplane,plane,"{'airplane': 16, 'plane': 6}",vehicles
2319087,desk,table,"{'desk': 26, 'table': 9}",home
2319088,giraffe,,{'giraffe': 35},animals_plants
2319097,bed,foot,"{'bed': 31, 'foot': 1}",home
2319101,pizza,calzone,"{'pizza': 15, 'calzone': 7, 'food': 6}",food
2319103,zebra,,{'zebra': 31},animals_plants
2319105,refrigerator,cooler,"{'refrigerator': 10, 'cooler': 9, 'wine cooler': 3, 'fridge': 3}",home
2319118,woman,tennis player,"{'woman': 20, 'tennis player': 5, 'player': 5, 'girl': 2}",people
2319125,pizza,food,"{'pizza': 33, 'food': 2}",food
2319130,bed,,{'bed': 36},home
2319133,table,,{'table': 12},home
2319137,horse,animal,"{'horse': 29, 'animal': 2}",animals_plants
2319146,zebra,,{'zebra': 35},animals_plants
2319149,eagle,bird,"{'eagle': 18, 'bird': 12, 'bald eagle': 2}",animals_plants
2319153,cat,,{'cat': 36},animals_plants
2319157,car,vehicle,"{'car': 30, 'vehicle': 2}",vehicles
2319160,table,,{'table': 32},home
2319162,bench,,{'bench': 20},home
2319164,girl,woman,"{'girl': 17, 'woman': 10, 'person': 5, 'boy': 2, 'female': 1}",people
2319166,bowl,,{'bowl': 33},home
2319171,horse,,{'horse': 31},animals_plants
2319173,bed,,{'bed': 31},home
2319176,curtain,,{'curtain': 27},home
2319179,giraffe,,{'giraffe': 33},animals_plants
2319180,shirt,sweater,"{'shirt': 27, 'sweater': 4, 'coat': 2}",clothing
2319182,chair,statue,"{'chair': 31, 'statue': 2}",home
2319185,shirt,dress,"{'shirt': 22, 'dress': 1}",clothing
2319192,bench,shelf,"{'bench': 16, 'shelf': 4, 'table': 4, 'counter': 3, 'wood': 2, 'seat': 1}",home
2319193,giraffe,,{'giraffe': 35},animals_plants
2319202,bookshelf,bookcase,"{'bookshelf': 14, 'bookcase': 8, 'shelf': 6, 'books': 2}",home
2319213,jacket,coat,"{'jacket': 23, 'coat': 8}",clothing
2319222,table,island,"{'table': 17, 'island': 5, 'counter': 3, 'furniture': 1}",home
2319233,field,grass,"{'field': 7, 'grass': 6, 'farm': 2}",animals_plants
2319237,cabbage,lettuce,"{'cabbage': 24, 'lettuce': 4, 'food': 3}",food
2319239,bed,,{'bed': 33},home
2319240,car,taxi,"{'car': 22, 'taxi': 5, 'automobile': 1}",vehicles
2319242,boy,child,"{'boy': 13, 'child': 5, 'kid': 4, 'baseball player': 3, 'batter': 2}",people
2319243,window,,{'window': 29},home
2319257,glass,cup,"{'glass': 32, 'cup': 4}",home
2319263,sheep,animal,"{'sheep': 27, 'animal': 5, 'lamb': 4}",animals_plants
